detail_statement_id,statement_id,customer_line_id,statement_date,amount_charged,phone_number,last_modified,_change_request_type
56,32,542526-10,2025-06-01,50,+542526,2025-06-01 00:00:00,u
57,32,548485-5,2025-06-01,50,+548485,2025-06-01 00:00:00,u
58,33,373313-13,2025-05-01,50,+373313,2025-05-01 00:00:00,u
59,33,542526-10,2025-05-01,50,+542526,2025-05-01 00:00:00,u
60,33,548485-5,2025-05-01,50,+548485,2025-05-01 00:00:00,u
61,34,373313-13,2025-04-01,50,+373313,2025-04-01 00:00:00,u
62,34,542526-10,2025-04-01,50,+542526,2025-04-01 00:00:00,u
63,34,548485-5,2025-04-01,50,+548485,2025-04-01 00:00:00,u
64,35,373313-13,2025-03-01,50,+373313,2025-03-01 00:00:00,u
65,35,542526-10,2025-03-01,50,+542526,2025-03-01 00:00:00,u
66,35,548485-5,2025-03-01,50,+548485,2025-03-01 00:00:00,u
67,36,373313-13,2025-02-01,50,+373313,2025-02-01 00:00:00,u
68,36,542526-10,2025-02-01,50,+542526,2025-02-01 00:00:00,u
69,36,548485-5,2025-02-01,50,+548485,2025-02-01 00:00:00,u
70,37,373313-13,2025-01-01,50,+373313,2025-01-01 00:00:00,u
71,37,542526-10,2025-01-01,50,+542526,2025-01-01 00:00:00,u
72,37,548485-5,2025-01-01,50,+548485,2025-01-01 00:00:00,u
73,38,373313-13,2024-12-01,50,+373313,2024-12-01 00:00:00,u
74,38,542526-10,2024-12-01,50,+542526,2024-12-01 00:00:00,u
75,38,548485-5,2024-12-01,50,+548485,2024-12-01 00:00:00,u
76,39,373313-13,2024-11-01,50,+373313,2024-11-01 00:00:00,u
77,39,542526-10,2024-11-01,50,+542526,2024-11-01 00:00:00,u
78,39,548485-5,2024-11-01,50,+548485,2024-11-01 00:00:00,u
79,40,370981-5,2025-11-01,25,+370981,2025-11-01 00:00:00,u
80,40,420966-13,2025-11-01,25,+420966,2025-11-01 00:00:00,u
81,40,786319-9,2025-11-01,25,+786319,2025-11-01 00:00:00,u
82,41,370981-5,2025-10-01,25,+370981,2025-10-01 00:00:00,u
83,41,420966-13,2025-10-01,25,+420966,2025-10-01 00:00:00,u
84,41,786319-9,2025-10-01,25,+786319,2025-10-01 00:00:00,u
85,42,370981-5,2025-09-01,25,+370981,2025-09-01 00:00:00,u
86,42,420966-13,2025-09-01,25,+420966,2025-09-01 00:00:00,u
87,42,786319-9,2025-09-01,25,+786319,2025-09-01 00:00:00,u
88,43,370981-5,2025-08-01,25,+370981,2025-08-01 00:00:00,u
89,43,420966-13,2025-08-01,25,+420966,2025-08-01 00:00:00,u
90,43,786319-9,2025-08-01,25,+786319,2025-08-01 00:00:00,u
91,44,370981-5,2025-07-01,25,+370981,2025-07-01 00:00:00,u
92,44,420966-13,2025-07-01,25,+420966,2025-07-01 00:00:00,u
93,44,786319-9,2025-07-01,25,+786319,2025-07-01 00:00:00,u
94,45,370981-5,2025-06-01,25,+370981,2025-06-01 00:00:00,u
95,45,420966-13,2025-06-01,25,+420966,2025-06-01 00:00:00,u
96,45,786319-9,2025-06-01,25,+786319,2025-06-01 00:00:00,u
97,46,370981-5,2025-05-01,25,+370981,2025-05-01 00:00:00,u
98,46,420966-13,2025-05-01,25,+420966,2025-05-01 00:00:00,u
99,46,786319-9,2025-05-01,25,+786319,2025-05-01 00:00:00,u
100,47,370981-5,2025-04-01,25,+370981,2025-04-01 00:00:00,u
101,47,420966-13,2025-04-01,25,+420966,2025-04-01 00:00:00,u
102,47,786319-9,2025-04-01,25,+786319,2025-04-01 00:00:00,u
103,48,370981-5,2025-03-01,25,+370981,2025-03-01 00:00:00,u
104,48,420966-13,2025-03-01,25,+420966,2025-03-01 00:00:00,u
105,48,786319-9,2025-03-01,25,+786319,2025-03-01 00:00:00,u
106,49,370981-5,2025-02-01,25,+370981,2025-02-01 00:00:00,u
107,49,420966-13,2025-02-01,25,+420966,2025-02-01 00:00:00,u
108,49,786319-9,2025-02-01,25,+786319,2025-02-01 00:00:00,u
109,50,370981-5,2025-01-01,25,+370981,2025-01-01 00:00:00,u
110,50,420966-13,2025-01-01,25,+420966,2025-01-01 00:00:00,u
111,50,786319-9,2025-01-01,25,+786319,2025-01-01 00:00:00,u
112,51,370981-5,2024-12-01,25,+370981,2024-12-01 00:00:00,u
113,51,420966-13,2024-12-01,25,+420966,2024-12-01 00:00:00,u
114,51,786319-9,2024-12-01,25,+786319,2024-12-01 00:00:00,u
115,52,370981-5,2024-11-01,25,+370981,2024-11-01 00:00:00,u
116,52,420966-13,2024-11-01,25,+420966,2024-11-01 00:00:00,u
117,52,786319-9,2024-11-01,25,+786319,2024-11-01 00:00:00,u
118,53,358692-7,2025-11-01,40,+358692,2025-11-01 00:00:00,u
119,53,373313-1,2025-11-01,40,+373313,2025-11-01 00:00:00,u
120,53,435401-13,2025-11-01,40,+435401,2025-11-01 00:00:00,u
121,54,358692-7,2025-10-01,40,+358692,2025-10-01 00:00:00,u
122,54,373313-1,2025-10-01,40,+373313,2025-10-01 00:00:00,u
123,54,435401-13,2025-10-01,40,+435401,2025-10-01 00:00:00,u
124,55,358692-7,2025-09-01,40,+358692,2025-09-01 00:00:00,u
125,55,373313-1,2025-09-01,40,+373313,2025-09-01 00:00:00,u
126,55,435401-13,2025-09-01,40,+435401,2025-09-01 00:00:00,u
127,56,358692-7,2025-08-01,40,+358692,2025-08-01 00:00:00,u
128,56,373313-1,2025-08-01,40,+373313,2025-08-01 00:00:00,u
129,56,435401-13,2025-08-01,40,+435401,2025-08-01 00:00:00,u
130,57,358692-7,2025-07-01,40,+358692,2025-07-01 00:00:00,u
131,57,373313-1,2025-07-01,40,+373313,2025-07-01 00:00:00,u
132,57,435401-13,2025-07-01,40,+435401,2025-07-01 00:00:00,u
133,58,358692-7,2025-06-01,40,+358692,2025-06-01 00:00:00,u
134,58,373313-1,2025-06-01,40,+373313,2025-06-01 00:00:00,u
135,58,435401-13,2025-06-01,40,+435401,2025-06-01 00:00:00,u
136,59,358692-7,2025-05-01,40,+358692,2025-05-01 00:00:00,u
137,59,373313-1,2025-05-01,40,+373313,2025-05-01 00:00:00,u
138,59,435401-13,2025-05-01,40,+435401,2025-05-01 00:00:00,u
139,60,358692-7,2025-04-01,40,+358692,2025-04-01 00:00:00,u
140,60,373313-1,2025-04-01,40,+373313,2025-04-01 00:00:00,u
141,60,435401-13,2025-04-01,40,+435401,2025-04-01 00:00:00,u
142,61,358692-7,2025-03-01,40,+358692,2025-03-01 00:00:00,u
143,61,373313-1,2025-03-01,40,+373313,2025-03-01 00:00:00,u
144,61,435401-13,2025-03-01,40,+435401,2025-03-01 00:00:00,u
145,62,358692-7,2025-02-01,40,+358692,2025-02-01 00:00:00,u
146,62,373313-1,2025-02-01,40,+373313,2025-02-01 00:00:00,u
147,62,435401-13,2025-02-01,40,+435401,2025-02-01 00:00:00,u
148,63,358692-7,2025-01-01,40,+358692,2025-01-01 00:00:00,u
149,63,373313-1,2025-01-01,40,+373313,2025-01-01 00:00:00,u
150,63,435401-13,2025-01-01,40,+435401,2025-01-01 00:00:00,u
151,64,358692-7,2024-12-01,40,+358692,2024-12-01 00:00:00,u
152,64,373313-1,2024-12-01,40,+373313,2024-12-01 00:00:00,u
153,64,435401-13,2024-12-01,40,+435401,2024-12-01 00:00:00,u
154,65,358692-7,2024-11-01,40,+358692,2024-11-01 00:00:00,u
155,65,373313-1,2024-11-01,40,+373313,2024-11-01 00:00:00,u
156,65,435401-13,2024-11-01,40,+435401,2024-11-01 00:00:00,u
157,66,542526-12,2025-11-01,50,+542526,2025-11-01 00:00:00,u
158,67,542526-12,2025-10-01,50,+542526,2025-10-01 00:00:00,u
159,68,542526-12,2025-09-01,50,+542526,2025-09-01 00:00:00,u
160,69,542526-12,2025-08-01,50,+542526,2025-08-01 00:00:00,u
161,70,542526-12,2025-07-01,50,+542526,2025-07-01 00:00:00,u
162,71,542526-12,2025-06-01,50,+542526,2025-06-01 00:00:00,u
163,72,542526-12,2025-05-01,50,+542526,2025-05-01 00:00:00,u
164,73,542526-12,2025-04-01,50,+542526,2025-04-01 00:00:00,u
165,74,542526-12,2025-03-01,50,+542526,2025-03-01 00:00:00,u
166,75,542526-12,2025-02-01,50,+542526,2025-02-01 00:00:00,u
167,76,542526-12,2025-01-01,50,+542526,2025-01-01 00:00:00,u
168,77,542526-12,2024-12-01,50,+542526,2024-12-01 00:00:00,u
169,78,542526-12,2024-11-01,50,+542526,2024-11-01 00:00:00,u
170,79,370202-5,2025-11-01,50,+370202,2025-11-01 00:00:00,u
171,79,380208-12,2025-11-01,50,+380208,2025-11-01 00:00:00,u
172,79,910709-9,2025-11-01,50,+910709,2025-11-01 00:00:00,u
173,79,918328-3,2025-11-01,50,+918328,2025-11-01 00:00:00,u
174,80,370202-5,2025-10-01,50,+370202,2025-10-01 00:00:00,u
175,80,380208-12,2025-10-01,50,+380208,2025-10-01 00:00:00,u
176,80,910709-9,2025-10-01,50,+910709,2025-10-01 00:00:00,u
177,80,918328-3,2025-10-01,50,+918328,2025-10-01 00:00:00,u
178,81,370202-5,2025-09-01,50,+370202,2025-09-01 00:00:00,u
179,81,380208-12,2025-09-01,50,+380208,2025-09-01 00:00:00,u
180,81,910709-9,2025-09-01,50,+910709,2025-09-01 00:00:00,u
181,81,918328-3,2025-09-01,50,+918328,2025-09-01 00:00:00,u
182,82,370202-5,2025-08-01,50,+370202,2025-08-01 00:00:00,u
183,82,380208-12,2025-08-01,50,+380208,2025-08-01 00:00:00,u
184,82,910709-9,2025-08-01,50,+910709,2025-08-01 00:00:00,u
185,82,918328-3,2025-08-01,50,+918328,2025-08-01 00:00:00,u
186,83,370202-5,2025-07-01,50,+370202,2025-07-01 00:00:00,u
187,83,380208-12,2025-07-01,50,+380208,2025-07-01 00:00:00,u
188,83,910709-9,2025-07-01,50,+910709,2025-07-01 00:00:00,u
189,83,918328-3,2025-07-01,50,+918328,2025-07-01 00:00:00,u
190,84,370202-5,2025-06-01,50,+370202,2025-06-01 00:00:00,u
191,84,380208-12,2025-06-01,50,+380208,2025-06-01 00:00:00,u
192,84,910709-9,2025-06-01,50,+910709,2025-06-01 00:00:00,u
193,84,918328-3,2025-06-01,50,+918328,2025-06-01 00:00:00,u
194,85,370202-5,2025-05-01,50,+370202,2025-05-01 00:00:00,u
195,85,380208-12,2025-05-01,50,+380208,2025-05-01 00:00:00,u
196,85,910709-9,2025-05-01,50,+910709,2025-05-01 00:00:00,u
197,85,918328-3,2025-05-01,50,+918328,2025-05-01 00:00:00,u
198,86,370202-5,2025-04-01,50,+370202,2025-04-01 00:00:00,u
199,86,380208-12,2025-04-01,50,+380208,2025-04-01 00:00:00,u
200,86,910709-9,2025-04-01,50,+910709,2025-04-01 00:00:00,u
201,86,918328-3,2025-04-01,50,+918328,2025-04-01 00:00:00,u
202,87,370202-5,2025-03-01,50,+370202,2025-03-01 00:00:00,u
203,87,380208-12,2025-03-01,50,+380208,2025-03-01 00:00:00,u
204,87,910709-9,2025-03-01,50,+910709,2025-03-01 00:00:00,u
205,87,918328-3,2025-03-01,50,+918328,2025-03-01 00:00:00,u
206,88,370202-5,2025-02-01,50,+370202,2025-02-01 00:00:00,u
207,88,380208-12,2025-02-01,50,+380208,2025-02-01 00:00:00,u
208,88,910709-9,2025-02-01,50,+910709,2025-02-01 00:00:00,u
209,88,918328-3,2025-02-01,50,+918328,2025-02-01 00:00:00,u
210,89,370202-5,2025-01-01,50,+370202,2025-01-01 00:00:00,u
211,89,380208-12,2025-01-01,50,+380208,2025-01-01 00:00:00,u
212,89,910709-9,2025-01-01,50,+910709,2025-01-01 00:00:00,u
213,89,918328-3,2025-01-01,50,+918328,2025-01-01 00:00:00,u
214,90,370202-5,2024-12-01,50,+370202,2024-12-01 00:00:00,u
215,90,380208-12,2024-12-01,50,+380208,2024-12-01 00:00:00,u
216,90,910709-9,2024-12-01,50,+910709,2024-12-01 00:00:00,u
217,90,918328-3,2024-12-01,50,+918328,2024-12-01 00:00:00,u
218,91,370202-5,2024-11-01,50,+370202,2024-11-01 00:00:00,u
219,91,380208-12,2024-11-01,50,+380208,2024-11-01 00:00:00,u
220,91,910709-9,2024-11-01,50,+910709,2024-11-01 00:00:00,u
221,91,918328-3,2024-11-01,50,+918328,2024-11-01 00:00:00,u
222,92,513678-10,2025-11-01,25,+513678,2025-11-01 00:00:00,u
223,92,656504-6,2025-11-01,25,+656504,2025-11-01 00:00:00,u
224,92,971346-3,2025-11-01,25,+971346,2025-11-01 00:00:00,u
225,93,513678-10,2025-10-01,25,+513678,2025-10-01 00:00:00,u
226,93,656504-6,2025-10-01,25,+656504,2025-10-01 00:00:00,u
227,93,971346-3,2025-10-01,25,+971346,2025-10-01 00:00:00,u
228,94,513678-10,2025-09-01,25,+513678,2025-09-01 00:00:00,u
229,94,656504-6,2025-09-01,25,+656504,2025-09-01 00:00:00,u
230,94,971346-3,2025-09-01,25,+971346,2025-09-01 00:00:00,u
231,95,513678-10,2025-08-01,25,+513678,2025-08-01 00:00:00,u
232,95,656504-6,2025-08-01,25,+656504,2025-08-01 00:00:00,u
233,95,971346-3,2025-08-01,25,+971346,2025-08-01 00:00:00,u
234,96,513678-10,2025-07-01,25,+513678,2025-07-01 00:00:00,u
235,96,656504-6,2025-07-01,25,+656504,2025-07-01 00:00:00,u
236,96,971346-3,2025-07-01,25,+971346,2025-07-01 00:00:00,u
237,97,513678-10,2025-06-01,25,+513678,2025-06-01 00:00:00,u
238,97,656504-6,2025-06-01,25,+656504,2025-06-01 00:00:00,u
239,97,971346-3,2025-06-01,25,+971346,2025-06-01 00:00:00,u
240,98,513678-10,2025-05-01,25,+513678,2025-05-01 00:00:00,u
241,98,656504-6,2025-05-01,25,+656504,2025-05-01 00:00:00,u
242,98,971346-3,2025-05-01,25,+971346,2025-05-01 00:00:00,u
243,99,513678-10,2025-04-01,25,+513678,2025-04-01 00:00:00,u
244,99,656504-6,2025-04-01,25,+656504,2025-04-01 00:00:00,u
245,99,971346-3,2025-04-01,25,+971346,2025-04-01 00:00:00,u
246,100,513678-10,2025-03-01,25,+513678,2025-03-01 00:00:00,u
247,100,656504-6,2025-03-01,25,+656504,2025-03-01 00:00:00,u
248,100,971346-3,2025-03-01,25,+971346,2025-03-01 00:00:00,u
249,101,513678-10,2025-02-01,25,+513678,2025-02-01 00:00:00,u
250,101,656504-6,2025-02-01,25,+656504,2025-02-01 00:00:00,u
251,101,971346-3,2025-02-01,25,+971346,2025-02-01 00:00:00,u
252,102,513678-10,2025-01-01,25,+513678,2025-01-01 00:00:00,u
253,102,656504-6,2025-01-01,25,+656504,2025-01-01 00:00:00,u
254,102,971346-3,2025-01-01,25,+971346,2025-01-01 00:00:00,u
255,103,513678-10,2024-12-01,25,+513678,2024-12-01 00:00:00,u
256,103,656504-6,2024-12-01,25,+656504,2024-12-01 00:00:00,u
257,103,971346-3,2024-12-01,25,+971346,2024-12-01 00:00:00,u
258,104,513678-10,2024-11-01,25,+513678,2024-11-01 00:00:00,u
259,104,656504-6,2024-11-01,25,+656504,2024-11-01 00:00:00,u
260,104,971346-3,2024-11-01,25,+971346,2024-11-01 00:00:00,u
261,105,420966-10,2025-11-01,40,+420966,2025-11-01 00:00:00,u
262,106,420966-10,2025-10-01,40,+420966,2025-10-01 00:00:00,u
263,107,420966-10,2025-09-01,40,+420966,2025-09-01 00:00:00,u
264,108,420966-10,2025-08-01,40,+420966,2025-08-01 00:00:00,u
265,109,420966-10,2025-07-01,40,+420966,2025-07-01 00:00:00,u
266,110,420966-10,2025-06-01,40,+420966,2025-06-01 00:00:00,u
267,111,420966-10,2025-05-01,40,+420966,2025-05-01 00:00:00,u
268,112,420966-10,2025-04-01,40,+420966,2025-04-01 00:00:00,u
269,113,420966-10,2025-03-01,40,+420966,2025-03-01 00:00:00,u
270,114,420966-10,2025-02-01,40,+420966,2025-02-01 00:00:00,u
271,115,420966-10,2025-01-01,40,+420966,2025-01-01 00:00:00,u
272,116,420966-10,2024-12-01,40,+420966,2024-12-01 00:00:00,u
273,117,420966-10,2024-11-01,40,+420966,2024-11-01 00:00:00,u
274,118,120617-8,2025-11-01,25,+120617,2025-11-01 00:00:00,u
275,118,213699-12,2025-11-01,25,+213699,2025-11-01 00:00:00,u
276,118,786319-5,2025-11-01,25,+786319,2025-11-01 00:00:00,u
277,119,120617-8,2025-10-01,25,+120617,2025-10-01 00:00:00,u
278,119,213699-12,2025-10-01,25,+213699,2025-10-01 00:00:00,u
279,119,786319-5,2025-10-01,25,+786319,2025-10-01 00:00:00,u
280,120,120617-8,2025-09-01,25,+120617,2025-09-01 00:00:00,u
281,120,213699-12,2025-09-01,25,+213699,2025-09-01 00:00:00,u
282,120,786319-5,2025-09-01,25,+786319,2025-09-01 00:00:00,u
283,121,120617-8,2025-08-01,25,+120617,2025-08-01 00:00:00,u
284,121,213699-12,2025-08-01,25,+213699,2025-08-01 00:00:00,u
285,121,786319-5,2025-08-01,25,+786319,2025-08-01 00:00:00,u
286,122,120617-8,2025-07-01,25,+120617,2025-07-01 00:00:00,u
287,122,213699-12,2025-07-01,25,+213699,2025-07-01 00:00:00,u
288,122,786319-5,2025-07-01,25,+786319,2025-07-01 00:00:00,u
289,123,120617-8,2025-06-01,25,+120617,2025-06-01 00:00:00,u
290,123,213699-12,2025-06-01,25,+213699,2025-06-01 00:00:00,u
291,123,786319-5,2025-06-01,25,+786319,2025-06-01 00:00:00,u
292,124,120617-8,2025-05-01,25,+120617,2025-05-01 00:00:00,u
293,124,213699-12,2025-05-01,25,+213699,2025-05-01 00:00:00,u
294,124,786319-5,2025-05-01,25,+786319,2025-05-01 00:00:00,u
295,125,120617-8,2025-04-01,25,+120617,2025-04-01 00:00:00,u
296,125,213699-12,2025-04-01,25,+213699,2025-04-01 00:00:00,u
297,125,786319-5,2025-04-01,25,+786319,2025-04-01 00:00:00,u
298,126,120617-8,2025-03-01,25,+120617,2025-03-01 00:00:00,u
299,126,213699-12,2025-03-01,25,+213699,2025-03-01 00:00:00,u
300,126,786319-5,2025-03-01,25,+786319,2025-03-01 00:00:00,u
301,127,120617-8,2025-02-01,25,+120617,2025-02-01 00:00:00,u
302,127,213699-12,2025-02-01,25,+213699,2025-02-01 00:00:00,u
303,127,786319-5,2025-02-01,25,+786319,2025-02-01 00:00:00,u
304,128,120617-8,2025-01-01,25,+120617,2025-01-01 00:00:00,u
305,128,213699-12,2025-01-01,25,+213699,2025-01-01 00:00:00,u
306,128,786319-5,2025-01-01,25,+786319,2025-01-01 00:00:00,u
307,129,120617-8,2024-12-01,25,+120617,2024-12-01 00:00:00,u
308,129,213699-12,2024-12-01,25,+213699,2024-12-01 00:00:00,u
309,129,786319-5,2024-12-01,25,+786319,2024-12-01 00:00:00,u
310,130,120617-8,2024-11-01,25,+120617,2024-11-01 00:00:00,u
311,130,213699-12,2024-11-01,25,+213699,2024-11-01 00:00:00,u
312,130,786319-5,2024-11-01,25,+786319,2024-11-01 00:00:00,u
313,131,170415-13,2025-11-01,40,+170415,2025-11-01 00:00:00,u
314,131,908107-12,2025-11-01,40,+908107,2025-11-01 00:00:00,u
315,131,915232-11,2025-11-01,40,+915232,2025-11-01 00:00:00,u
316,131,915683-14,2025-11-01,40,+915683,2025-11-01 00:00:00,u
317,132,170415-13,2025-10-01,40,+170415,2025-10-01 00:00:00,u
318,132,908107-12,2025-10-01,40,+908107,2025-10-01 00:00:00,u
319,132,915232-11,2025-10-01,40,+915232,2025-10-01 00:00:00,u
320,132,915683-14,2025-10-01,40,+915683,2025-10-01 00:00:00,u
321,133,170415-13,2025-09-01,40,+170415,2025-09-01 00:00:00,u
322,133,908107-12,2025-09-01,40,+908107,2025-09-01 00:00:00,u
323,133,915232-11,2025-09-01,40,+915232,2025-09-01 00:00:00,u
324,133,915683-14,2025-09-01,40,+915683,2025-09-01 00:00:00,u
325,134,170415-13,2025-08-01,40,+170415,2025-08-01 00:00:00,u
326,134,908107-12,2025-08-01,40,+908107,2025-08-01 00:00:00,u
327,134,915232-11,2025-08-01,40,+915232,2025-08-01 00:00:00,u
328,134,915683-14,2025-08-01,40,+915683,2025-08-01 00:00:00,u
329,135,170415-13,2025-07-01,40,+170415,2025-07-01 00:00:00,u
330,135,908107-12,2025-07-01,40,+908107,2025-07-01 00:00:00,u
331,135,915232-11,2025-07-01,40,+915232,2025-07-01 00:00:00,u
332,135,915683-14,2025-07-01,40,+915683,2025-07-01 00:00:00,u
333,136,170415-13,2025-06-01,40,+170415,2025-06-01 00:00:00,u
334,136,908107-12,2025-06-01,40,+908107,2025-06-01 00:00:00,u
335,136,915232-11,2025-06-01,40,+915232,2025-06-01 00:00:00,u
336,136,915683-14,2025-06-01,40,+915683,2025-06-01 00:00:00,u
337,137,170415-13,2025-05-01,40,+170415,2025-05-01 00:00:00,u
338,137,908107-12,2025-05-01,40,+908107,2025-05-01 00:00:00,u
339,137,915232-11,2025-05-01,40,+915232,2025-05-01 00:00:00,u
340,137,915683-14,2025-05-01,40,+915683,2025-05-01 00:00:00,u
341,138,170415-13,2025-04-01,40,+170415,2025-04-01 00:00:00,u
342,138,908107-12,2025-04-01,40,+908107,2025-04-01 00:00:00,u
343,138,915232-11,2025-04-01,40,+915232,2025-04-01 00:00:00,u
344,138,915683-14,2025-04-01,40,+915683,2025-04-01 00:00:00,u
345,139,170415-13,2025-03-01,40,+170415,2025-03-01 00:00:00,u
346,139,908107-12,2025-03-01,40,+908107,2025-03-01 00:00:00,u
347,139,915232-11,2025-03-01,40,+915232,2025-03-01 00:00:00,u
348,139,915683-14,2025-03-01,40,+915683,2025-03-01 00:00:00,u
349,140,170415-13,2025-02-01,40,+170415,2025-02-01 00:00:00,u
350,140,908107-12,2025-02-01,40,+908107,2025-02-01 00:00:00,u
351,140,915232-11,2025-02-01,40,+915232,2025-02-01 00:00:00,u
352,140,915683-14,2025-02-01,40,+915683,2025-02-01 00:00:00,u
353,141,170415-13,2025-01-01,40,+170415,2025-01-01 00:00:00,u
354,141,908107-12,2025-01-01,40,+908107,2025-01-01 00:00:00,u
355,141,915232-11,2025-01-01,40,+915232,2025-01-01 00:00:00,u
356,141,915683-14,2025-01-01,40,+915683,2025-01-01 00:00:00,u
357,142,170415-13,2024-12-01,40,+170415,2024-12-01 00:00:00,u
358,142,908107-12,2024-12-01,40,+908107,2024-12-01 00:00:00,u
359,142,915232-11,2024-12-01,40,+915232,2024-12-01 00:00:00,u
360,142,915683-14,2024-12-01,40,+915683,2024-12-01 00:00:00,u
361,143,170415-13,2024-11-01,40,+170415,2024-11-01 00:00:00,u
362,143,908107-12,2024-11-01,40,+908107,2024-11-01 00:00:00,u
363,143,915232-11,2024-11-01,40,+915232,2024-11-01 00:00:00,u
364,143,915683-14,2024-11-01,40,+915683,2024-11-01 00:00:00,u
365,144,902635-7,2025-11-01,50,+902635,2025-11-01 00:00:00,u
366,144,908691-4,2025-11-01,50,+908691,2025-11-01 00:00:00,u
367,145,902635-7,2025-10-01,50,+902635,2025-10-01 00:00:00,u
368,145,908691-4,2025-10-01,50,+908691,2025-10-01 00:00:00,u
369,146,902635-7,2025-09-01,50,+902635,2025-09-01 00:00:00,u
370,146,908691-4,2025-09-01,50,+908691,2025-09-01 00:00:00,u
371,147,902635-7,2025-08-01,50,+902635,2025-08-01 00:00:00,u
372,147,908691-4,2025-08-01,50,+908691,2025-08-01 00:00:00,u
373,148,902635-7,2025-07-01,50,+902635,2025-07-01 00:00:00,u
374,148,908691-4,2025-07-01,50,+908691,2025-07-01 00:00:00,u
375,149,902635-7,2025-06-01,50,+902635,2025-06-01 00:00:00,u
